date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2012-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.25,3.0179
2012-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.78,0.9558
2012-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.0,1.9844
2012-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.12,6.9659
2012-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.28,1.8653
2012-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.68,1.7661
2012-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,2.7,0.4465
2012-08-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,1.9,0.3142
2012-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.75,0.6201
2012-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.67,0.7687
2012-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.05,0.5015
2012-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.08,0.6701
2012-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.45,0.7317
2012-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.95,0.9784
2012-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.4,2.0389
2012-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,40.17,6.606
2012-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.2,2.1705
2012-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.9,1.6279
2012-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.5,1.3977
2012-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,6.25,1.0277
2012-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.1,0.5168
2012-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.8,0.6334
2012-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.7501
2012-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,57.5,9.5849
2012-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,16.9,2.8171
2012-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.6,0.7668
2012-10-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.4,1.9003
2012-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.9,2.1504
2012-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.7,1.7836
2012-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.0,1.5003
2012-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,5.0,0.8335
2012-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.3,0.5425
2012-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.8,0.6247
2012-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.8,0.7891
2012-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,58.1,9.5517
2012-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.0,2.7948
2012-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.2,0.8549
2012-11-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.3,1.8577
2012-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.3,1.8577
2012-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.6,1.7426
2012-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,7.9,1.2988
2012-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.0,0.3288
2012-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.0,0.4841
2012-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.4,0.71
2012-12-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.4,8.9391
2012-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.9,3.0496
2012-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.0,0.8068
2012-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.6,1.8717
2012-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.3,1.8233
2012-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.9,1.7588
2012-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.9,1.7588
2012-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.3,1.8233
2012-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,2.5,0.4034
2012-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.1,0.3388
2013-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.9,0.443
2013-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.1,0.6264
2013-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.8,0.7333
2013-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.1222
2013-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.3,0.8097
2013-01-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.8,1.8027
2013-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,38.1,5.8207
2013-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.4,2.0472
2013-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.4,1.7416
2013-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,7.9,1.2069
2013-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.5,0.3724
2013-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.25,0.6331
2013-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.62,0.6889
2013-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.1341
2013-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.5,2.7557
2013-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.0,0.7448
2013-02-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.25,1.8247
2013-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,40.5,6.0328
2013-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,14.75,2.1971
2013-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,12.12,1.8061
2013-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,6.0,0.8937
2013-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,1.92,0.2839
2013-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.9,0.7247
2013-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.6655
2013-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.66,0.0976
2013-03-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.25,2.699
2013-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.03,0.8918
2013-03-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,14.09,2.0838
2013-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.25,6.2483
2013-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,14.06,2.0793
2013-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.0,1.6268
2013-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,8.69,1.2852
2013-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.56,0.5189
2013-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.25,0.6195
2013-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.88,0.7114
2013-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.71,0.1035
2013-04-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.31,2.8148
2013-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.28,0.7697
2013-04-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.56,1.6851
2013-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,37.75,5.5028
2013-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.06,1.9038
2013-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.31,1.6487
2013-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.69,1.4125
2013-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.38,0.4927
2013-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.5,0.5039
2013-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.16,0.5989
2013-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.92,0.7083
2013-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.78,0.1123
2013-05-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,57.88,8.3331
2013-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.58,0.8034
2013-05-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.38,1.7824
2013-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,40.75,5.8669
2013-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.75,1.8356
2013-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.75,1.5477
2013-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,12.0,1.7277
2013-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,10.75,1.5477
2013-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.75,0.5361
2013-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.92,0.5611
2013-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.72,0.6755
2013-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.79,0.1122
2013-06-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.6,7.9489
2013-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.22,0.747
2013-06-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.1,1.8729
2013-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.7,5.9617
2013-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.4,1.7728
2013-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.75,1.3939
2013-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.43,1.6334
2013-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,12.0,1.7156
2013-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,5.25,0.7637
2013-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.69,0.6818
2013-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.0,0.5819
2013-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.6546
2013-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.84,0.1218
2013-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.34,0.7764
2013-07-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.25,1.9275
2013-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.12,5.9825
2013-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.81,1.8638
2013-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,12.06,1.7547
2013-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.69,1.7001
2013-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.69,0.3909
2013-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.75,0.6814
2013-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.0,0.5738
2013-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.62,0.6634
2013-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.86,0.1228
2013-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.84,0.8381
2013-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.88,1.8468
2013-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,44.5,6.3832
2013-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.62,1.811
2013-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.69,1.6764
2013-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,12.38,1.7751
2013-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.97,0.4257
2013-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.78,0.6878
2013-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.35,0.626
2013-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.95,0.7123
2013-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.86,0.1238
2013-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.57,0.8015
2013-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.13,1.8894
2013-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.8,6.1588
2013-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.73,1.6879
2013-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.0,1.5829
2013-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.83,1.7023
2013-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.75,0.5396
2013-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.56,0.6638
2013-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.25,0.7642
2013-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.5,0.9462
2013-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.89,0.1296
2013-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,62.38,9.0803
2013-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.88,2.6027
2013-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.13,0.7467
2013-10-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.56,1.9739
2013-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.79,1.7162
2013-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.56,1.6827
2013-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.5,2.2563
2013-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.81,0.7
2013-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.31,0.7727
2013-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,5.44,0.7917
2013-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.84,0.1222
2013-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,59.63,8.6776
2013-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.97,0.7233
2013-11-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.63,1.838
2013-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.69,6.0669
2013-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.0,1.7463
2013-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.19,1.6284
2013-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,16.13,2.3473
2013-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.25,0.6149
2013-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.4,0.4919
2013-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.05,0.5859
2013-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.08,0.5906
2013-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.1157
2013-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.7,2.5607
2013-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.8572
2013-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.95,1.7288
2013-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.15,1.7578
2013-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.9,1.2876
2013-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.0,2.0254
2013-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.48,0.5027
2013-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.98,0.4304
2014-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.97,0.4277
2014-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.16,0.5991
2014-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.648
2014-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.81,0.1166
2014-01-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.25,7.9565
2014-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,16.5,2.3762
2014-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.22,0.7517
2014-01-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.25,1.7641
2014-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.63,6.1391
2014-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.0,1.7281
2014-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.0,1.4401
2014-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,17.0,2.4482
2014-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.25,0.611
2014-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.06,0.5837
2014-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.48,0.6441
2014-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.84,0.1208
2014-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.78,0.6872
2014-02-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.38,1.7799
2014-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,48.0,6.9011
